8	4

5	6

5	7

9	6

10	6

9	4

7	8

9	6

8	8

9	9

10	8

11	8

10	7

10	8

12	11

12	10

9	8

10	8

9	3

11	8

13	4

14	6

11	7

11	7

13	10

12	7

15	3

11	12

9	8

10	8

14	6

10	4

13	6

9	5

10	5

13	6

11	8

8	7

9	8

5	7

10	7

10	6

9	4

7	2

13	4

12	4

12	5

9	7

11	4

8	8

10	4

6	8

8	10

9	5

10	7

8	5

8	6

9	6

8	8

7	7

9	2

10	5

10	6

10	5

9	12

10	8

9	10

9	7

9	6

6	3

6	6

7	3

9	5

8	8

8	3

9	7

8	4

7	11

7	4

9	5

9	9

9	12

10	3

9	2

7	2

9	5

10	4

7	8

10	12

7	12

10	10

9	7

10	7

8	7

8	9

8	4

7	10

7	6

9	6

7	2

7	6

9	4

9	4

8	1

7	4

8	3

8	2

7	6

11	7

12	5

10	1

10	5

11	6

10	7

7	9

10	4

7	5

12	6

9	4

9	5

7	3

9	8

9	9

9	9

7	7

8	8

5	9

10	8

8	5

5	6

8	5

10	6

8	8

5	5

8	8

9	6

7	10

7	9

6	10

5	9

7	10

7	7

7	7

11	5

9	5

6	4

9	6

10	6

9	8

9	10

8	14

10	12

8	10

6	10

9	7

6	10

6	7

9	5

7	7

9	9

7	9

6	10

8	4

7	5

8	3

8	7

9	9

7	8

10	4

11	7

9	8

9	8

9	6

10	3

11	8

10	2

9	4

9	3

8	6

8	6

7	5

7	9

7	7

11	6

9	7

7	3

9	2

6	2

9	4

5	4

6	8

8	6

9	10

8	6

9	5

10	6

9	7

8	11

8	6

9	7

7	10

9	15

9	12

9	10

8	6

7	8

10	4

11	6

8	6

9	3

8	6

7	10

8	7

6	8

4	6

6	7

6	6

8	6

6	12

7	9

7	5

8	6

8	5

7	6

9	5

8	7

7	6

9	5

7	6

8	7

9	10

10	5

8	11

9	5

9	10

8	5

7	2

8	6

9	7

10	6

9	8

8	7

9	10

7	11

10	9

9	9

5	9

9	7

8	5

8	4

7	6

5	7

10	11

9	8

9	13

8	8

6	11

9	12

10	8

8	10

10	11

10	14

8	10

3	9

8	5

9	4

8	5

8	5

8	9

6	10

8	7

5	10

7	8

6	11

7	7

8	10

7	5

8	6

5	12

6	7

6	7

7	5

8	7

8	10

8	12

7	5

6	10

8	9

6	5

8	4

7	5

8	4

11	2

9	9

7	7

6	7

7	6

8	8

7	8

8	6

