62	58

62	58

62	58

62	58

62	58

62	58

62	58

63	57

63	57

65	55

68	52

68	52

69	51

69	51

69	51

69	51

70	50

70	50

70	50

70	50

70	50

71	49

71	49

71	49

72	48

72	48

72	48

72	48

72	48

72	48

72	48

72	48

72	48

73	47

73	47

73	47

73	47

73	47

73	47

73	47

73	47

73	47

73	47

73	47

73	47

74	46

74	46

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

77	43

77	43

76	44

77	43

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

75	45

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

76	44

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

77	43

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

78	42

78	42

78	42

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

81	39

81	39

81	39

81	39

81	39

81	39

81	39

81	39

81	39

82	38

82	38

82	38

82	38

82	38

81	39

81	39

81	39

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

80	40

79	41

79	41

79	41

79	41

79	41

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

79	41

78	42

78	42

79	41

79	41

79	41

79	41

79	41

79	41

79	41

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

78	42

78	42

78	42

78	42

78	42

78	42

78	42

78	42

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

79	41

