8	2	6	5	4
5	2	5	4	1
4	4	5	5	3
4	5	2	6	3
2	4	3	4	4

9	2	7	4	4
4	2	5	4	1
4	4	5	6	2
4	5	3	5	3
2	4	3	4	4

9	3	8	3	4
4	1	6	3	1
4	4	5	6	2
4	5	3	5	3
4	2	3	4	4

10	3	7	3	4
4	1	6	3	1
4	4	5	6	2
5	5	3	5	3
3	2	3	4	4

10	3	7	3	4
4	1	8	3	1
4	4	5	4	2
5	5	3	5	3
3	2	4	3	4

10	3	7	3	4
4	1	8	3	1
5	4	6	3	2
4	5	4	5	3
3	2	4	2	4

10	3	7	3	4
5	1	8	3	1
4	4	6	3	2
4	5	5	4	3
3	2	4	2	4

10	3	7	3	4
5	1	8	3	1
4	4	6	3	2
4	5	5	4	3
3	2	4	2	4

10	3	7	4	3
5	1	8	3	1
4	5	5	3	2
4	5	5	5	2
3	2	4	2	4

10	4	7	4	3
5	1	7	3	1
4	5	5	3	2
4	5	5	5	2
3	2	4	2	4

10	4	7	4	3
6	2	6	3	1
3	5	5	3	2
4	5	5	5	2
3	2	4	2	4

10	4	7	4	3
6	2	6	3	1
3	5	6	3	2
5	5	4	6	1
2	2	4	2	4

10	4	7	4	3
6	2	6	3	1
4	4	7	2	2
5	5	4	6	1
2	2	4	3	3

10	4	7	4	3
7	1	6	3	1
4	4	7	2	2
6	4	4	6	1
2	2	4	3	3

10	5	6	4	3
7	1	6	3	1
4	4	7	3	1
6	4	4	6	1
2	2	4	3	3

10	6	5	4	3
8	1	6	3	1
3	4	7	3	1
7	3	5	5	1
2	2	4	3	3

10	6	5	4	3
8	1	7	2	1
4	3	7	3	1
7	3	5	5	1
2	2	4	3	3

10	6	5	4	3
8	1	7	2	1
4	3	7	3	1
7	3	6	5	1
2	2	3	3	3

10	6	5	4	3
8	1	7	2	1
5	2	7	4	1
7	3	6	4	1
2	2	3	3	3

10	6	6	4	3
8	2	5	2	1
5	3	6	4	1
7	3	6	4	1
2	2	3	3	3

11	5	6	4	3
8	2	5	2	1
5	3	7	3	1
7	3	6	4	1
2	2	3	3	3

11	5	7	4	3
8	2	5	2	1
5	3	6	3	1
7	3	6	4	1
2	3	2	3	3

11	5	7	4	3
8	2	5	2	1
5	5	4	3	1
7	3	7	4	1
2	3	1	4	2

11	5	7	4	3
8	2	5	2	1
5	5	4	3	1
7	3	7	4	1
2	3	1	4	2

12	5	6	4	3
8	2	5	2	1
6	5	4	3	1
6	3	7	4	1
2	3	1	4	2

12	6	6	4	3
8	2	5	1	1
6	5	4	3	1
6	4	6	5	0
2	3	2	3	2

12	6	6	4	3
8	2	5	1	1
6	5	4	3	1
7	3	6	5	0
2	3	2	3	2

12	6	6	4	3
8	2	5	1	1
6	5	4	3	1
7	3	6	5	0
2	3	2	3	2

13	5	6	4	3
9	2	5	1	1
6	5	4	3	1
6	3	7	4	0
2	4	1	4	1

13	5	6	4	3
9	3	4	1	1
