10	7	8	10	9
10	4	9	8	6
8	6	7	10	8
7	9	8	10	11
8	10	4	6	7

11	7	9	8	9
9	4	8	9	6
8	6	8	11	7
7	9	9	9	10
8	10	4	6	8

11	8	10	7	9
8	3	9	8	6
8	6	8	11	7
7	8	10	9	10
11	8	4	6	8

12	8	9	7	9
8	3	9	8	6
8	6	8	11	7
8	8	10	9	9
9	9	4	6	9

12	8	9	7	8
8	3	10	7	7
8	6	9	10	7
8	8	9	9	8
9	9	6	5	10

12	8	9	7	8
8	3	10	7	7
9	5	11	9	7
6	8	9	10	8
10	9	6	4	10

12	8	9	7	8
9	3	10	7	7
8	5	11	9	7
6	8	10	9	8
10	8	7	4	10

12	8	9	7	8
9	3	10	7	7
8	5	11	8	8
6	8	10	9	7
10	8	7	4	11

12	8	9	8	7
9	3	10	6	8
8	6	9	9	8
6	8	10	10	6
9	9	7	4	11

12	9	8	8	7
9	3	10	6	8
8	6	9	9	8
6	8	10	10	6
9	8	8	4	11

12	9	8	8	7
10	3	10	6	8
6	7	9	9	6
6	8	10	10	8
9	8	8	4	11

12	8	9	7	7
10	3	10	7	7
6	6	10	9	7
7	9	9	11	7
8	8	8	4	11

12	8	9	7	6
10	3	10	6	7
7	5	11	9	8
7	9	9	11	7
7	9	8	5	10

12	8	9	7	6
11	2	10	6	7
7	5	10	10	8
6	10	9	11	7
7	9	8	5	10

12	9	8	7	6
10	3	10	6	7
7	5	10	9	8
6	10	9	12	6
7	8	9	5	11

12	10	6	7	6
10	3	11	6	7
7	5	10	9	8
7	9	9	11	6
7	8	10	4	12

12	10	6	7	6
10	3	12	5	7
7	4	10	8	9
8	9	9	11	6
7	8	10	4	12

12	10	6	6	6
10	3	12	6	7
7	4	10	8	9
8	9	10	11	6
7	8	9	4	12

12	10	6	6	6
10	3	12	5	8
8	3	10	9	8
8	9	10	9	7
7	8	9	5	12

12	10	7	6	6
10	4	9	5	8
8	4	10	9	8
8	9	10	9	7
7	8	8	6	12

13	9	7	5	6
10	4	9	5	9
8	4	11	8	7
8	9	10	9	8
7	8	8	6	12

13	9	8	5	6
9	5	9	5	9
8	4	10	7	7
8	9	10	9	9
7	9	7	6	12

13	9	8	5	6
9	5	8	6	9
7	7	8	7	7
8	9	11	9	9
7	9	6	7	11

13	8	8	5	6
9	6	7	6	9
7	7	9	7	6
8	9	11	9	10
7	9	5	8	11

14	8	7	5	6
9	6	7	6	9
8	7	9	7	6
7	9	11	9	10
7	8	6	8	11

14	9	7	5	6
9	6	7	5	8
8	6	9	7	7
7	11	10	9	10
7	8	7	7	11

14	9	7	5	6
9	6	7	5	8
8	6	9	6	8
8	9	10	9	8
7	9	6	8	13

14	9	7	5	6
9	6	7	5	8
8	6	9	6	8
8	9	10	9	8
7	9	6	8	13

15	8	7	5	6
10	6	7	5	8
8	6	9	6	8
7	9	10	9	8
7	9	6	9	12

15	7	8	5	6
10	6	6	5	6
9	7	8	6	9
6	8	11	9	8
7	10	6	9	13

16	6	8	5	6
10	6	6	5	6
9	7	7	7	9
6	8	11	9	8
7	10	6	9	13

16	6	8	5	6
10	5	7	5	5
9	7	7	7	9
6	8	11	9	9
6	11	7	8	13

16	6	9	4	6
10	5	7	5	5
9	8	8	7	9
6	7	10	9	9
6	11	7	8	13

16	6	9	4	6
10	5	7	3	5
9	8	8	9	9
6	7	10	9	9
6	10	8	8	13

16	6	9	4	6
10	5	7	3	5
9	8	8	9	8
7	6	10	8	10
6	10	8	9	13

16	6	10	3	6
10	5	7	3	5
9	8	8	9	8
7	6	11	7	9
6	10	8	9	14

16	7	8	4	6
10	6	6	3	5
9	9	7	9	8
7	6	11	7	9
6	10	8	9	14

16	7	8	4	6
10	6	6	3	5
9	9	7	9	8
7	7	10	7	9
6	10	8	9	14

16	7	8	4	6
10	7	5	3	5
9	9	6	8	7
7	6	11	8	10
6	11	9	8	14

16	7	9	4	6
11	6	4	3	4
9	9	6	8	8
7	7	10	8	10
6	11	9	8	14

16	7	8	3	6
11	6	5	4	4
9	9	6	8	8
8	7	10	8	10
5	11	9	8	14

16	6	8	3	6
11	7	4	4	4
9	9	6	8	8
9	7	10	9	10
4	11	9	8	14

16	6	8	3	6
12	5	5	4	4
10	8	7	6	8
9	6	11	9	10
5	10	10	8	14

16	6	8	3	6
12	5	5	3	5
10	8	7	6	7
10	5	11	9	11
5	10	10	8	14

16	8	6	3	6
12	5	5	4	4
10	7	8	6	7
10	5	11	8	12
5	10	10	9	13

16	8	6	4	5
12	5	4	4	4
10	7	9	6	7
10	5	11	8	12
5	10	10	9	13

16	8	6	4	5
12	5	3	5	4
11	6	9	6	7
10	5	11	7	11
5	11	9	10	14

16	8	7	3	5
12	6	3	5	4
11	5	9	6	7
10	6	10	7	11
5	11	9	10	14

16	8	7	3	5
12	6	2	6	4
10	5	9	6	7
10	6	10	7	11
6	11	9	10	14

16	8	7	3	4
11	7	2	6	5
11	4	8	7	6
10	6	10	7	12
6	12	9	9	14

16	9	6	3	4
11	7	2	6	5
11	5	7	7	6
10	6	10	7	12
6	12	9	9	14

16	9	6	3	4
12	6	2	6	5
11	5	6	8	6
10	6	10	6	12
6	12	10	9	14

16	9	6	3	4
12	6	2	6	5
10	5	7	8	6
11	6	9	6	12
6	11	11	9	14

16	9	6	3	4
12	6	2	6	5
11	4	7	8	6
11	5	10	6	12
6	11	11	9	14

16	9	6	2	5
13	6	2	6	5
11	3	7	8	6
10	6	10	6	12
6	11	11	9	14

16	9	6	2	5
13	6	1	5	5
11	3	8	8	7
11	5	10	6	12
6	11	12	8	14

16	9	6	2	5
13	6	1	5	5
11	3	8	7	7
11	5	10	7	12
6	11	12	8	14

16	9	6	2	5
14	6	1	5	5
10	3	8	6	6
11	5	10	8	12
6	11	12	8	15

16	9	6	2	5
14	6	1	5	5
10	3	8	6	6
10	6	10	8	12
6	11	12	8	15

16	9	6	2	5
14	5	2	5	5
10	3	7	6	6
11	5	10	9	12
6	11	11	9	15

16	10	5	2	5
14	5	2	5	5
11	4	6	6	6
10	5	10	9	12
7	10	11	9	15

16	10	5	2	5
15	5	1	5	5
10	5	6	6	6
10	6	9	9	12
8	9	11	9	15

16	10	5	2	5
15	5	1	5	5
10	5	5	6	7
10	7	9	9	11
8	8	11	9	16

16	10	6	2	5
15	4	2	4	4
10	5	6	5	8
10	7	9	9	11
7	9	11	9	16

16	10	6	2	5
15	4	2	4	4
11	5	6	5	8
9	7	8	9	11
7	9	11	10	16

16	10	6	2	5
15	4	1	5	4
11	4	7	5	8
9	7	8	9	11
7	8	12	10	16

16	10	6	2	5
15	4	3	4	4
11	4	6	4	9
9	7	8	9	11
6	9	12	10	16

16	10	6	2	5
15	4	3	3	5
11	4	6	4	9
9	7	8	9	11
6	10	10	11	16

16	10	6	2	5
15	4	3	3	5
11	4	6	4	9
9	7	8	9	11
6	10	10	11	16

16	9	7	2	5
15	4	3	3	4
11	4	6	4	9
9	7	7	9	12
6	10	11	11	16

16	10	7	2	5
15	3	4	2	4
12	4	6	4	9
9	6	7	9	12
6	10	11	11	16

16	10	7	2	5
15	3	4	2	3
12	4	6	4	10
9	5	7	8	13
6	12	10	11	16

16	11	6	2	5
15	3	4	2	3
12	4	6	4	10
9	5	7	8	13
6	12	10	11	16

16	11	7	1	5
16	2	5	2	3
12	4	5	3	9
9	5	6	9	14
7	11	10	12	16

16	12	7	1	4
16	1	5	1	5
12	4	5	3	9
9	5	6	9	14
7	11	10	12	16

16	12	7	1	4
16	1	5	1	5
12	4	6	2	9
9	5	6	9	14
7	11	10	12	16

16	13	6	1	4
16	1	5	1	5
12	4	6	2	9
9	5	6	9	14
7	11	10	12	16

16	13	6	1	4
16	1	5	1	5
12	4	6	2	9
9	5	6	9	14
7	11	10	12	16

16	13	6	1	4
16	1	5	1	5
12	5	5	2	9
9	5	6	9	14
8	10	10	12	16

16	13	6	1	4
16	1	5	1	5
12	5	4	2	10
9	6	5	9	14
8	10	10	12	16

16	13	5	1	4
16	1	6	1	5
12	5	4	2	10
9	5	5	9	14
8	10	11	12	16

16	13	5	1	4
16	1	6	1	5
12	5	4	2	10
9	5	5	9	14
8	10	11	12	16

16	13	5	1	4
16	1	4	3	5
12	5	4	2	10
9	6	5	9	14
8	9	11	12	16

16	13	6	1	4
16	1	3	3	4
12	5	3	3	11
9	6	5	9	14
8	9	11	12	16

16	13	6	1	4
16	2	2	3	4
12	6	2	3	11
9	6	5	9	14
8	9	11	12	16

16	13	6	1	4
16	2	2	3	4
12	6	2	3	11
9	6	5	8	14
8	9	11	13	16

16	14	5	1	4
16	3	2	3	4
12	5	2	3	11
9	6	5	8	14
8	9	11	13	16

16	14	5	1	4
16	3	2	3	4
13	4	2	3	11
9	6	5	8	14
8	9	11	13	16

16	14	5	1	4
16	3	2	3	4
13	4	2	3	11
9	6	5	8	14
8	9	11	13	16

16	14	5	1	4
16	3	2	3	4
13	5	1	3	11
9	6	5	8	14
8	9	11	13	16

16	15	4	2	3
16	3	2	2	5
13	5	1	3	11
10	5	5	7	14
9	8	11	14	16

16	15	4	2	3
16	3	2	2	5
13	5	1	3	10
11	4	6	7	15
8	8	11	14	16

16	15	4	2	3
16	3	2	2	5
13	6	0	3	10
11	5	5	8	15
8	7	11	14	16

16	15	4	2	2
16	3	2	2	5
13	6	0	3	11
11	6	4	8	15
8	7	11	14	16

16	15	4	2	2
16	3	2	1	6
13	6	0	3	11
11	6	4	8	15
8	7	11	14	16

16	15	5	2	2
16	3	1	1	6
13	6	0	3	10
11	6	4	8	16
8	7	11	14	16

16	15	5	2	2
16	3	1	1	5
13	6	0	3	11
11	6	3	9	16
8	6	12	14	16

16	15	5	2	2
16	3	1	1	5
13	6	0	4	10
11	6	3	9	16
8	6	12	14	16

16	15	5	2	2
16	3	1	1	5
13	6	0	4	10
13	6	2	9	16
7	5	13	14	16

16	15	5	2	2
16	3	1	1	4
13	6	0	3	12
13	6	2	9	16
7	5	13	14	16

16	15	5	2	2
16	3	1	1	4
14	5	0	3	12
13	6	2	9	16
7	5	13	14	16

16	15	5	2	2
16	3	1	1	4
14	5	0	3	12
13	6	2	9	16
7	5	13	14	16

16	15	5	2	2
16	3	1	1	4
15	5	0	3	12
12	6	2	9	16
7	5	13	14	16

16	15	5	2	2
16	3	1	1	4
15	5	0	3	12
12	6	1	9	16
7	5	14	14	16

16	15	5	2	2
16	3	1	1	4
15	6	0	3	12
12	5	1	9	16
7	5	14	14	16

16	15	5	2	2
16	3	1	1	4
16	6	0	3	12
11	5	1	9	16
7	5	14	14	16

16	16	4	3	1
16	4	0	1	4
16	6	0	3	12
11	5	2	8	16
7	5	14	14	16

16	16	4	3	1
16	4	0	1	4
16	6	0	3	12
11	4	2	8	16
7	6	14	14	16

16	16	4	3	1
16	4	0	1	4
16	6	0	3	12
11	4	2	8	16
7	6	14	14	16

16	16	4	3	1
16	4	0	1	4
16	6	0	3	12
11	4	2	8	16
7	6	14	14	16

16	16	4	3	1
16	4	0	1	4
16	6	0	3	12
11	4	2	8	16
7	6	14	14	16

16	16	4	3	1
16	4	0	1	3
16	6	0	3	13
11	4	2	8	16
7	6	14	14	16

16	16	4	3	1
16	4	0	0	4
16	6	0	3	13
11	4	2	8	16
7	6	14	14	16

16	16	4	3	1
16	4	0	0	4
16	6	0	3	13
12	3	2	8	16
7	6	14	14	16

16	16	5	2	1
16	4	0	0	4
16	6	1	2	13
12	3	2	8	16
7	6	14	14	16

16	16	5	2	1
16	4	0	0	4
16	6	1	2	13
12	3	2	8	16
7	6	14	14	16

16	16	5	2	1
16	4	0	0	4
16	6	1	2	13
13	2	2	8	16
6	7	14	14	16

16	16	5	2	1
16	4	0	0	4
16	6	1	2	13
13	2	2	8	16
6	7	14	14	16

16	16	5	2	1
16	4	0	0	4
16	6	1	2	13
13	2	2	7	16
6	7	14	15	16

16	16	5	2	1
16	4	0	0	4
16	5	2	2	13
13	2	2	7	16
6	7	14	15	16

16	16	5	2	1
16	4	0	0	4
16	5	2	2	13
13	3	1	7	16
6	7	14	15	16

16	16	5	2	1
16	4	0	0	4
16	5	2	2	13
13	3	1	7	16
6	7	14	15	16

16	16	5	2	1
16	4	0	0	4
16	5	2	1	13
13	3	1	8	16
6	7	14	15	16

16	16	6	1	1
16	4	0	0	4
16	5	2	1	13
13	3	1	8	16
6	7	14	15	16

16	16	6	1	1
16	4	0	0	4
16	5	2	1	13
13	3	1	8	16
6	7	14	15	16

16	16	6	1	1
16	4	0	0	4
16	5	1	2	13
14	3	1	8	16
5	7	14	15	16

16	16	6	1	1
16	4	0	0	4
16	5	1	2	13
14	3	1	8	16
